sentence_id,sentence,aspect,from,to,polarity
2016_0632,"We love the food, drinks, and atmosphere!",food,12,16,positive
2016_0632,"We love the food, drinks, and atmosphere!",drinks,18,24,positive
2016_0632,"We love the food, drinks, and atmosphere!",atmosphere,30,40,positive
2016_0633,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,4,7,negative
2016_0633,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",restaurant,79,89,positive
2016_0634,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,8,16,positive
2016_0634,"Try the Pad Thai, it's fabulous and their prices are so cheap!",[ASPECT],0,0,positive
2016_0635,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions,42,50,positive
2016_0635,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,68,72,positive
2016_0635,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",[ASPECT],0,0,positive
2016_0638,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",[ASPECT],0,0,negative
2016_0639,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,10,20,negative
2016_0639,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,10,20,negative
2016_0640,"Overall, not worth the money.",[ASPECT],0,0,negative
2016_0640,"Overall, not worth the money.",[ASPECT],0,0,negative
2016_0641,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,15,25,positive
2016_0641,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",[ASPECT],0,0,negative
2016_0643,Chennai Garden is my favorite Indian restaurant in the city.,Chennai Garden,0,14,positive
2016_0644,They have authentic Indian at amazin prices.,Indian,20,26,positive
2016_0644,They have authentic Indian at amazin prices.,Indian,20,26,positive
2016_0645,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes,49,55,negative
2016_0646,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,4,9,negative
2016_0647,It's a rather cramped and busy restaurant and it closes early.,restaurant,31,41,negative
2016_0647,It's a rather cramped and busy restaurant and it closes early.,restaurant,31,41,negative
2016_0648,Patroon features a nice cigar bar and has great staff.,cigar bar,24,33,positive
2016_0648,Patroon features a nice cigar bar and has great staff.,staff,48,53,positive
2016_0649,The food is tasty and portion sizes are appropriate.,food,4,8,positive
2016_0649,The food is tasty and portion sizes are appropriate.,portion sizes,22,35,positive
2016_0650,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,restaurant,15,25,positive
2016_0651,Not a great place for family or general dining.,place,12,17,negative
2016_0652,LLOOVVE THIS PLACE.,PLACE,13,18,positive
2016_0653,Food is excellent.,Food,0,4,positive
2016_0654,Fish is so very fresh.,Fish,0,4,positive
2016_0655,Waitstaff are very friendly.,Waitstaff,0,9,positive
2016_0656,Love YUKA.,YUKA,5,9,positive
2016_0657,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,59,66,positive
2016_0657,Mermaid Inn is an overall good restaurant with really good seafood.,Mermaid Inn,0,11,positive
2016_0658,The menu is limited but almost all of the dishes are excellent.,menu,4,8,negative
2016_0658,The menu is limited but almost all of the dishes are excellent.,dishes,42,48,positive
2016_0659,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,4,20,positive
2016_0659,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,37,71,positive
2016_0660,The service is good and ambience is good for a date or group outing.,service,4,11,positive
2016_0660,The service is good and ambience is good for a date or group outing.,ambience,24,32,positive
2016_0661,The only fallback on this restaurant is the prices.,restaurant,26,36,negative
2016_0662,"Even though its good seafood, the prices are too high.",seafood,21,28,positive
2016_0662,"Even though its good seafood, the prices are too high.",seafood,21,28,negative
2016_0663,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,4,20,positive
2016_0663,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,4,20,negative
2016_0663,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,4,20,negative
2016_0666,We were very pleasantly surprised.,[ASPECT],0,0,positive
2016_0667,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,4,8,positive
2016_0667,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,32,47,positive
2016_0667,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,64,69,positive
2016_0667,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,80,87,positive
2016_0668,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,100,106,positive
2016_0669,Truly the mark of an attentive waiter.,waiter,31,37,positive
2016_0670,I highly recommend the restaurant based on our experience last night.,restaurant,23,33,positive
2016_0671,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,74,79,negative
2016_0672,We thought that this place is using too much of MSG cooking in the foods.,foods,67,72,negative
2016_0674,"They don't concern much of customer's health, just want to make money.",[ASPECT],0,0,negative
2016_0675,please don't fool us.,[ASPECT],0,0,negative
2016_0677,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,16,26,positive
2016_0677,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,28,43,positive
2016_0677,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,52,67,positive
2016_0677,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,83,101,positive
2016_0678,The food is so cheap and the waiters are nice.,food,4,8,positive
2016_0678,The food is so cheap and the waiters are nice.,waiters,29,36,positive
2016_0679,"Of course, it is crowded but who cares.",[ASPECT],0,0,neutral
2016_0680,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,[ASPECT],0,0,positive
2016_0681,Have frequented 'ino for several years and the food remains excellent.,food,47,51,positive
2016_0682,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,0,12,positive
2016_0682,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,0,12,positive
2016_0682,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,0,12,positive
2016_0683,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,23,34,positive
2016_0683,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,36,43,positive
2016_0683,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,45,56,positive
2016_0684,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",5,48,positive
2016_0685,Wine list is extensive without being over-priced.,Wine list,0,9,positive
2016_0685,Wine list is extensive without being over-priced.,Wine list,0,9,positive
2016_0686,"Be sure to try the seasonal, and always delicious, specials.",specials,51,59,positive
2016_0687,Definitely a neighborhood favorite.,[ASPECT],0,0,positive
2016_0688,I loved this place!!,place,13,18,positive
2016_0689,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,50,60,positive
2016_0690,"The food was very good, a great deal, and the place its self was great.",food,4,8,positive
2016_0690,"The food was very good, a great deal, and the place its self was great.",food,4,8,positive
2016_0690,"The food was very good, a great deal, and the place its self was great.",place,46,51,positive
2016_0691,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,4,14,positive
2016_0692,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,56,62,negative
2016_0692,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,7,16,positive
2016_0693,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,4,11,negative
2016_0694,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,4,12,negative
2016_0695,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,17,24,negative
2016_0696,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,30,38,negative
2016_0697,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,82,87,negative
2016_0697,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,52,61,positive
2016_0698,Pizza here is consistently good.,Pizza,0,5,positive
2016_0699,Salads are a delicious way to begin the meal.,Salads,0,6,positive
2016_0700,You should pass on the calamari.,calamari,23,31,negative
2016_0701,It is thick and slightly soggy.,[ASPECT],0,0,negative
2016_0702,Decor is charming.,Decor,0,5,positive
2016_0703,Service is average.,Service,0,7,neutral
2016_0704,What a great place.,place,13,18,positive
2016_0706,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,4,12,positive
2016_0706,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",[ASPECT],0,0,positive
2016_0706,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,80,84,positive
2016_0707,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",[ASPECT],0,0,neutral
2016_0708,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,45,57,positive
2016_0709,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,49,65,negative
2016_0710,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,2,11,negative
2016_0711,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",[ASPECT],0,0,negative
2016_0712,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",[ASPECT],0,0,negative
2016_0714,Never again!,[ASPECT],0,0,negative
2016_0715,I absolutely Loved this place.,place,24,29,positive
2016_0717,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,10,20,positive
2016_0717,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,32,38,positive
2016_0717,"Excellent atmosphere, delicious dishes good and friendly service.",service,57,64,positive
2016_0718,this is can became on e of the NY Italian Food fare institutions.,[ASPECT],0,0,positive
2016_0719,I think that it is absolutely brilliant and well runned business operation.,[ASPECT],0,0,positive
2016_0720,The wine list is also really nice.,wine list,4,13,positive
2016_0722,"Everything was wonderful; food, drinks, staff, mileau.",[ASPECT],0,0,positive
2016_0722,"Everything was wonderful; food, drinks, staff, mileau.",food,26,30,positive
2016_0722,"Everything was wonderful; food, drinks, staff, mileau.",drinks,32,38,positive
2016_0722,"Everything was wonderful; food, drinks, staff, mileau.",staff,40,45,positive
2016_0722,"Everything was wonderful; food, drinks, staff, mileau.",mileau,47,53,positive
2016_0723,I would highly recommend this place!,place,30,35,positive
2016_0724,I have been to Casimir over 5 times and I have always had a great time there.,Casimir,15,22,positive
2016_0725,The food is great and reasonably priced.,food,4,8,positive
2016_0725,The food is great and reasonably priced.,food,4,8,positive
2016_0726,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,55,62,negative
2016_0727,"If the weather is nice, try to snag an outside table.",outside table,39,52,positive
2016_0728,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,4,9,positive
2016_0728,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,4,9,negative
2016_0728,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,65,80,negative
2016_0729,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,[ASPECT],0,0,positive
2016_0730,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,21,27,positive
2016_0730,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,46,55,positive
2016_0731,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,82,91,positive
2016_0732,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,72,78,positive
2016_0732,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,93,100,positive
2016_0733,Nice Family owned traditional restaurant.,restaurant,30,40,positive
2016_0734,Fresh ingredients and everything is made to order.,ingredients,6,17,positive
2016_0734,Fresh ingredients and everything is made to order.,[ASPECT],0,0,positive
2016_0735,I was pleasantly surprised to find this gem in Hoboken.,[ASPECT],0,0,positive
2016_0736,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,9,14,positive
2016_0738,"I found the food to be outstanding, particulary the salmon dish I had.",food,12,16,positive
2016_0738,"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,52,63,positive
2016_0739,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,19,32,positive
2016_0740,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,82,89,neutral
2016_0741,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,18,28,positive
2016_0741,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,69,74,positive
2016_0742,"Overall, excellent restaurant!",restaurant,19,29,positive
2016_0744,The food was good.,food,4,8,positive
2016_0745,The place was nice and calm.,place,4,9,positive
2016_0746,but the service was a bit slow.,service,8,15,negative
2016_0748,The buffet had a nice selection.,buffet,4,10,positive
2016_0749,The food was average or above including some surprising tasty dishes.,food,4,8,positive
2016_0749,The food was average or above including some surprising tasty dishes.,dishes,62,68,positive
2016_0750,Service was also very good.,Service,0,7,positive
2016_0751,I would go back.,[ASPECT],0,0,positive
2016_0752,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,28,38,positive
2016_0752,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,69,77,positive
2016_0753,"I would recommend Roxy's for that, but not for their food.",food,53,57,negative
2016_0753,"I would recommend Roxy's for that, but not for their food.",[ASPECT],0,0,positive
2016_0754,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,38,51,neutral
2016_0755,"But, they were too big for the bun.",[ASPECT],0,0,negative
2016_0756,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,20,27,negative
2016_0757,Also they were $15 each!,[ASPECT],0,0,negative
2016_0758,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,13,40,neutral
2016_0759,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,[ASPECT],0,0,neutral
2016_0759,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,[ASPECT],0,0,negative
2016_0760,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,104,108,negative
2016_0760,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,5,10,positive
2016_0761,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,42,46,negative
2016_0761,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,98,103,negative
2016_0762,And the Tom Kha soup was pathetic.,Tom Kha soup,8,20,negative
2016_0763,If you want good authentic Thai this place is not the place to go.,Thai,27,31,negative
2016_0764,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,100,104,positive
2016_0765,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,4,15,positive
2016_0765,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,70,90,positive
2016_0766,"Conveniently located too, being right on Bedford ave.",[ASPECT],0,0,positive
2016_0767,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,4,28,positive
2016_0768,I will definetly be going back.,[ASPECT],0,0,positive
2016_0769,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,11,27,positive
2016_0770,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",[ASPECT],0,0,negative
2016_0770,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,52,59,positive
2016_0770,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,103,115,positive
2016_0771,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,11,19,positive
2016_0771,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,68,73,positive
2016_0773,We waited at the bar and had martinis that were just right.,martinis,29,37,positive
2016_0774,We will be back.,[ASPECT],0,0,positive
2016_0775,love the food.,food,9,13,positive
2016_0776,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,48,69,positive
2016_0778,and you can't beat the prices.,[ASPECT],0,0,positive
2016_0779,highly recommended.,[ASPECT],0,0,positive
2016_0780,I've lived in NY for 5 years and this place has it all.,place,38,43,positive
2016_0781,"Great food, good size menu, great service and an unpretensious setting.",food,6,10,positive
2016_0781,"Great food, good size menu, great service and an unpretensious setting.",menu,22,26,positive
2016_0781,"Great food, good size menu, great service and an unpretensious setting.",service,34,41,positive
2016_0781,"Great food, good size menu, great service and an unpretensious setting.",setting,63,70,positive
2016_0782,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,4,10,positive
2016_0782,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,62,75,positive
2016_0782,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,77,99,positive
2016_0782,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,101,119,positive
2016_0782,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,135,154,positive
2016_0783,I'm glad I was introduced to this place and this is a rare gem in NY.,place,34,39,positive
2016_0785,"The freshest, best variety, and the fastest delivery.",[ASPECT],0,0,positive
2016_0785,"The freshest, best variety, and the fastest delivery.",[ASPECT],0,0,positive
2016_0785,"The freshest, best variety, and the fastest delivery.",delivery,44,52,positive
2016_0786,Also very inexpensive.,[ASPECT],0,0,positive
2016_0787,A great choice at any cost and a great deal.,[ASPECT],0,0,positive
2016_0787,A great choice at any cost and a great deal.,[ASPECT],0,0,positive
2016_0788,The service was excellent and the food was delicious.,service,4,11,positive
2016_0788,The service was excellent and the food was delicious.,food,34,38,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,29,34,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),90,111,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,113,127,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,129,145,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,147,152,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,157,162,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,177,181,positive
2016_0789,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,191,205,positive
2016_0791,Definitely a great spot for a nice occasion or date.,spot,19,23,positive
2016_0792,"Average to good Thai food, but terrible delivery.",Thai food,16,25,positive
2016_0792,"Average to good Thai food, but terrible delivery.",delivery,40,48,negative
2016_0793,I've waited over one hour for food.,[ASPECT],0,0,negative
2016_0794,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,[ASPECT],0,0,negative
2016_0795,A Thai restaurant out of rice during dinner?,Thai restaurant,2,17,negative
2016_0796,"The food arrived 20 minutes after I called, cold and soggy.",food,4,8,negative
2016_0796,"The food arrived 20 minutes after I called, cold and soggy.",[ASPECT],0,0,negative
2016_0798,This is a wonderful place on all stand points especially value ofr money.,place,20,25,positive
2016_0798,This is a wonderful place on all stand points especially value ofr money.,place,20,25,positive
2016_0799,An excellent service,service,13,20,positive
2016_0801,We were greeted promptly by the waiter who was very nice and cordial.,waiter,32,38,positive
2016_0802,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,[ASPECT],0,0,positive
2016_0802,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,85,91,positive
2016_0804,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,4,8,positive
2016_0805,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),40,61,positive
2016_0806,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,44,54,positive
2016_0808,"Service here was great, food was fantastic.",Service,0,7,positive
2016_0808,"Service here was great, food was fantastic.",food,24,28,positive
2016_0809,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,0,26,positive
2016_0809,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,61,66,positive
2016_0809,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,100,106,negative
2016_0810,Will absolutely visit again.,[ASPECT],0,0,positive
2016_0812,You cannot go wrong with this place.,place,30,35,positive
2016_0813,"The food is outstanding and the service is quick, friendly and very professional.",food,4,8,positive
2016_0813,"The food is outstanding and the service is quick, friendly and very professional.",service,32,39,positive
2016_0814,"Always a nice crowd, but never loud.",crowd,14,19,positive
2016_0814,"Always a nice crowd, but never loud.",[ASPECT],0,0,positive
2016_0815,Go here.,[ASPECT],0,0,positive
2016_0816,Good for dates or with friends.,[ASPECT],0,0,positive
2016_0817,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,61,72,positive
2016_0818,"However, it is jus too good to not praise it.",[ASPECT],0,0,positive
2016_0819,"By far, the best pizza in Manhattan.",pizza,17,22,positive
2016_0820,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,4,9,positive
2016_0820,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,53,58,positive
2016_0820,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,23,34,positive
2016_0824,The menu has so many fish items and oysters.,menu,4,8,positive
2016_0826,"The fish was really,really fresh.",fish,4,8,positive
2016_0828,We all agreed that mare is one of the best seafood restaurants in New York.,mare,19,23,positive
2016_0829,I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,27,35,positive
2016_0830,All of the pizzas are terrific and the price is even better!,pizzas,11,17,positive
2016_0830,All of the pizzas are terrific and the price is even better!,pizzas,11,17,positive
2016_0831,I highly recommend the Sophia pizza.,Sophia pizza,23,35,positive
2016_0832,It's to die for!,[ASPECT],0,0,positive
2016_0833,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,4,8,negative
2016_0833,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,54,61,negative
2016_0834,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,31,37,negative
2016_0839,So rushing us out was absolutely unnecessary!,[ASPECT],0,0,negative
2016_0840,"For the people who want great food plus great service, Roxy is a place to AVOID!",food,30,34,negative
2016_0840,"For the people who want great food plus great service, Roxy is a place to AVOID!",service,46,53,negative
2016_0842,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,19,24,positive
2016_0842,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,19,24,negative
2016_0843,I'm sure I'll return for a final judgement tho.,[ASPECT],0,0,neutral
2016_0844,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,4,20,positive
2016_0844,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",premium sake,43,55,positive
2016_0844,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,77,84,positive
2016_0845,Mizu is the Japenese find in Grammercy.,Mizu,0,4,positive
2016_0846,"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food,12,24,positive
2016_0846,"While their kitchen food is delicious, their Sushi is out of this world.",Sushi,45,50,positive
2016_0847,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,36,41,positive
2016_0848,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,16,23,positive
2016_0848,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,45,52,positive
2016_0849,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,Mizu,90,94,positive
2016_0850,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people,48,54,positive
2016_0850,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,76,80,negative
2016_0850,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",Thalia,0,6,positive
2016_0851,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,14,45,negative
2016_0852,"The entree was bland and small, dessert was not inspired.",entree,4,10,negative
2016_0852,"The entree was bland and small, dessert was not inspired.",entree,4,10,negative
2016_0852,"The entree was bland and small, dessert was not inspired.",dessert,32,39,negative
2016_0853,I expected quite a bit more from such an expensive menu.,menu,51,55,negative
2016_0853,I expected quite a bit more from such an expensive menu.,menu,51,55,negative
2016_0854,"The view is spectacular, and the food is great.",view,4,8,positive
2016_0854,"The view is spectacular, and the food is great.",food,33,37,positive
2016_0855,Wonderful strawberry daiquiries as well!,strawberry daiquiries,10,31,positive
2016_0856,Definitely worth the trip to Battery Park City!,[ASPECT],0,0,positive
2016_0857,One of my favorite places in Manhattan.,[ASPECT],0,0,positive
2016_0858,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,10,24,positive
2016_0858,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,10,24,positive
2016_0859,(Besides that there should be more restaurants like it around the city).,[ASPECT],0,0,positive
2016_0860,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,4,25,positive
2016_0861,delicious simple food in nice outdoor atmosphere.,food,17,21,positive
2016_0861,delicious simple food in nice outdoor atmosphere.,food,17,21,positive
2016_0861,delicious simple food in nice outdoor atmosphere.,outdoor atmosphere,30,48,positive
2016_0862,"Kind, attentive wait staff.",wait staff,16,26,positive
2016_0863,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,23,31,positive
2016_0863,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,40,69,positive
2016_0864,My friend devoured her chicken and mashed potatos.,chicken and mashed potatos,23,49,positive
2016_0865,Delicious crab cakes too.,crab cakes,10,20,positive
2016_0866,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,39,45,positive
2016_0866,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,12,16,positive
