sentence_id,sentence,aspect,from,to,polarity
2015_0430,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",pita bread,141,151,negative
2015_0430,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",[ASPECT],0,0,negative
2015_0431,Stay away,[ASPECT],0,0,negative
2015_0432,Great Shabu Shabu,Shabu Shabu,6,17,positive
2015_0433,I love it.,[ASPECT],0,0,positive
2015_0434,I tried a couple other dishes but wasn't too impressed.,dishes,23,29,neutral
2015_0435,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu,12,23,positive
2015_0436,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat,4,8,positive
2015_0436,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",sauces,23,29,positive
2015_0436,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",service,92,99,positive
2015_0436,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meal,83,87,positive
2015_0436,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",kimchi,49,55,positive
2015_0436,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",salad,62,67,positive
2015_0437,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Korean food,61,72,positive
2015_0437,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,fusion twists,77,90,positive
2015_0437,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,pork belly tacos,96,112,positive
2015_0438,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",hot dogs,4,12,positive
2015_0438,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",pork croquette sandwich,77,100,positive
2015_0438,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",bun,137,140,positive
2015_0439,Restaurant with a view,view,18,22,neutral
2015_0440,The food tasted very good.,food,4,8,positive
2015_0441,The family seafood entree was very good.,family seafood entree,4,25,positive
2015_0442,The main entree was also very good.,main entree,4,15,positive
2015_0443,"Price is high but the food is good, so I would come back again.",food,22,26,positive
2015_0443,"Price is high but the food is good, so I would come back again.",food,22,26,negative
2015_0443,"Price is high but the food is good, so I would come back again.",[ASPECT],0,0,positive
2015_0444,This place doesn't make any sense,place,5,10,negative
2015_0445,Just want to warn you all - don't waste your time and money.,[ASPECT],0,0,negative
2015_0446,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",decor,29,34,negative
2015_0446,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",mirrored walls,57,71,negative
2015_0447,This place is not inviting and the food is totally weird.,place,5,10,negative
2015_0447,This place is not inviting and the food is totally weird.,food,35,39,negative
2015_0448,The concept of japanese tapas is newly created and clearly doesn't work.,japanese tapas,15,29,negative
2015_0449,"The food they serve is not comforting, not appetizing and uncooked.",food,4,8,negative
2015_0450,Good Food,Food,5,9,positive
2015_0451,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food,4,8,positive
2015_0451,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",sitting space,38,51,negative
2015_0452,Over all it was a very nice romantic place .,place,37,42,positive
2015_0452,Over all it was a very nice romantic place .,place,37,42,positive
2015_0453,Loved it,[ASPECT],0,0,positive
2015_0454,A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico,23,31,positive
2015_0455,The atmosphere was great.,atmosphere,4,14,positive
2015_0456,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",food,4,8,positive
2015_0456,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",margaritas,63,73,neutral
2015_0457,"Our waitress wasn't mean, but not especially warm or attentive either.",waitress,4,12,neutral
2015_0458,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant,52,62,positive
2015_0459,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",patio,89,94,positive
2015_0459,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",[ASPECT],0,0,positive
2015_0460,Dumbfoundingly Poor,[ASPECT],0,0,negative
2015_0461,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",[ASPECT],0,0,negative
2015_0462,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,[ASPECT],0,0,negative
2015_0463,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers,4,11,negative
2015_0464,Polite acknowledgement is out;,[ASPECT],0,0,negative
2015_0465,supercilious scorn is in.,[ASPECT],0,0,negative
2015_0466,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",[ASPECT],0,0,negative
2015_0467,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server,12,18,negative
2015_0467,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",appetizer,92,101,positive
2015_0468,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",food,12,16,positive
2015_0468,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",[ASPECT],0,0,negative
2015_0469,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",fit-out,21,28,positive
2015_0469,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",furnishings,46,57,positive
2015_0469,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",wine list,100,109,positive
2015_0469,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",[ASPECT],0,0,negative
2015_0470,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",[ASPECT],0,0,negative
2015_0470,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",[ASPECT],0,0,negative
2015_0470,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",[ASPECT],0,0,negative
2015_0471,"On that scale, it's a world-beater.",[ASPECT],0,0,negative
2015_0472,How is this palce still open?,palce,12,17,negative
2015_0473,I honestly don't even know where to begin.,[ASPECT],0,0,negative
2015_0474,"We arrived and were seated immediately, which made us both happy.",[ASPECT],0,0,positive
2015_0475,Everything was going good until we got our meals.,[ASPECT],0,0,positive
2015_0475,Everything was going good until we got our meals.,meals,43,48,negative
2015_0476,I took one look at the chicken and I was appalled.,chicken,23,30,negative
2015_0477,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",[ASPECT],0,0,negative
2015_0477,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",spinach,61,68,negative
2015_0478,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,29,35,negative
2015_0478,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,29,35,negative
2015_0479,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",waitress,19,27,negative
2015_0480,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",spinach,82,89,negative
2015_0481,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,[ASPECT],0,0,negative
2015_0482,So I decide to report back to the waitress because it was completely inedible.,[ASPECT],0,0,negative
2015_0483,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",[ASPECT],0,0,negative
2015_0484,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",[ASPECT],0,0,negative
2015_0485,"No desert menu, no apology, nothing!!!!!!",[ASPECT],0,0,negative
2015_0486,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",manager,45,52,negative
2015_0487,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",[ASPECT],0,0,negative
2015_0488,The level of rudeness was preposterous.,[ASPECT],0,0,negative
2015_0489,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager,4,11,negative
2015_0489,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",drinks,101,107,positive
2015_0489,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",appetizers,112,122,positive
2015_0490,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,[ASPECT],0,0,negative
2015_0491,THIS STAFF SHOULD BE FIRED.,STAFF,5,10,negative
2015_0492,cirspy crust margherita pizza,margherita pizza,13,29,positive
2015_0493,it was really good pizza.,pizza,19,24,positive
2015_0494,the crust was imazingly cooked well and pizza was fully loaded:):):),crust,4,9,positive
2015_0494,the crust was imazingly cooked well and pizza was fully loaded:):):),pizza,40,45,positive
2015_0495,you know what i mean all the positives things happening there made mw write this review.,[ASPECT],0,0,positive
2015_0496,Single Worst Restaurant in Manhattan,Restaurant,13,23,negative
2015_0497,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",decor,44,49,positive
2015_0497,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",pita,56,60,positive
2015_0497,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",hummus,65,71,positive
2015_0497,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",grilled octopus,77,92,positive
2015_0498,If I could give 0 stars I would do so for this place.,place,47,52,negative
2015_0499,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,[ASPECT],0,0,negative
2015_0500,Well...they can run but they can't hide.,[ASPECT],0,0,negative
2015_0501,This place...god where do i begin.,place,5,10,negative
2015_0502,It is quite a spectacular scene i'll give them that.,scene,26,31,positive
2015_0503,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,decor,4,9,neutral
2015_0503,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,eggplant,110,118,negative
2015_0503,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,eggplant,110,118,negative
2015_0503,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,[ASPECT],0,0,negative
2015_0504,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",place,9,14,negative
2015_0505,Great Hot Dogs!,Hot Dogs,6,14,positive
2015_0506,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",food,82,86,positive
2015_0506,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",Bark,52,56,neutral
2015_0507,"The hot dogs are top notch, and they're Slamwich is amazing!",hot dogs,4,12,positive
2015_0507,"The hot dogs are top notch, and they're Slamwich is amazing!",Slamwich,40,48,positive
2015_0508,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",Bark,9,13,positive
2015_0508,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",[ASPECT],0,0,positive
2015_0509,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,menu,117,121,negative
2015_0510,"But nonetheless--great spot, great food.",spot,23,27,positive
2015_0510,"But nonetheless--great spot, great food.",food,35,39,positive
2015_0511,Fabulous food - if the front of house staff don't put you off –,food,9,13,positive
2015_0511,Fabulous food - if the front of house staff don't put you off –,front of house staff,23,43,negative
2015_0512,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years.",[ASPECT],0,0,negative
2015_0513,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",waiters,56,63,positive
2015_0513,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",front of house staff,26,46,negative
2015_0513,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",fish dishes,188,199,positive
2015_0514,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",BFC,3,6,negative
2015_0514,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",front of house staff,98,118,negative
2015_0514,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",[ASPECT],0,0,negative
2015_0515,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,girl,17,21,negative
2015_0516,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",[ASPECT],0,0,negative
2015_0517,I'd be horrified if my staff were turning away customers so early and so rudely!,staff,23,28,negative
2015_0518,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about.",girl,16,20,negative
2015_0519,"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal.",[ASPECT],0,0,negative
2015_0520,"Again, I'd be super upset if that were my employee.",[ASPECT],0,0,negative
2015_0521,"Considering you will spend at least $60 a head, I expect better service.",service,64,71,negative
2015_0521,"Considering you will spend at least $60 a head, I expect better service.",[ASPECT],0,0,negative
2015_0522,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",[ASPECT],0,0,negative
2015_0523,"Maitre-D-""Eat and get out""",Maitre-D,0,8,negative
2015_0524,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",food,4,8,positive
2015_0524,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",service,13,20,positive
2015_0524,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",maitre-D,44,52,negative
2015_0525,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",bottle of wine,52,66,positive
2015_0526,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",frontman,217,225,negative
2015_0527,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",[ASPECT],0,0,negative
2015_0528,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",maitre-D,56,64,negative
2015_0529,"If you go here, do it on his off-night.",[ASPECT],0,0,negative
2015_0530,Best meal in a long time!,meal,5,9,positive
2015_0531,Mussles and calamari were superb Saturday evening.,Mussles,0,7,positive
2015_0531,Mussles and calamari were superb Saturday evening.,calamari,12,20,positive
2015_0532,I had the Lamb special which was perfect.,Lamb special,10,22,positive
2015_0533,"My father had the flank steak which was very good, and my mother had the swordfish.",flank steak,18,29,positive
2015_0534,The Four Seasons restaurant is a great experience.,The Four Seasons restaurant,0,27,positive
2015_0535,The food is great and the environment is even better.,food,4,8,positive
2015_0535,The food is great and the environment is even better.,environment,26,37,positive
2015_0536,Everyone must come here at least once.,[ASPECT],0,0,positive
2015_0537,Highly recommend it!,[ASPECT],0,0,positive
2015_0538,Taking Hot Dogs to the next level,Hot Dogs,7,15,positive
2015_0539,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",Bark,74,78,negative
2015_0539,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",hot dog,52,59,positive
2015_0540,Here the hot dog is elevated to the level of a real entree with numerous variations available.,hot dog,9,16,positive
2015_0540,Here the hot dog is elevated to the level of a real entree with numerous variations available.,hot dog,9,16,positive
2015_0541,Great Atmosphere,Atmosphere,6,16,positive
2015_0542,"I highly recommend the fish tacos, everything else was ok.",fish tacos,23,33,positive
2015_0542,"I highly recommend the fish tacos, everything else was ok.",[ASPECT],0,0,neutral
2015_0543,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",atmosphere,5,15,positive
2015_0543,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",fire place,21,31,positive
2015_0543,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",[ASPECT],0,0,negative
2015_0544,Poor service and management,service,5,12,negative
2015_0544,Poor service and management,management,17,27,negative
2015_0545,Don’t go to this place!,place,17,22,negative
2015_0546,Had an awful experience at Casa la Femme on a Saturday dinner.,Casa la Femme,27,40,negative
2015_0547,Appetizers took nearly an hour.,[ASPECT],0,0,negative
2015_0548,When the main course finally arrived (another 45mins) half of our order was missing.,[ASPECT],0,0,negative
2015_0549,Never got an explanation as to what was going on.,[ASPECT],0,0,negative
2015_0550,The manager was rude and handled the situation extremely poorly.,manager,4,11,negative
2015_0551,"When we threatened to leave, we were offered a meager discount even though half the order was missing.",[ASPECT],0,0,negative
2015_0552,"On the way out, we heard of other guests complaining about similar issues.",[ASPECT],0,0,negative
2015_0553,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,restaurant,35,45,negative
2015_0553,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,[ASPECT],0,0,negative
2015_0554,What a hassle!,[ASPECT],0,0,negative
2015_0555,"The food is very good, but not outstanding.",food,4,8,neutral
2015_0556,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",staff,76,81,negative
2015_0556,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",[ASPECT],0,0,negative
2015_0556,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",wait,89,93,negative
2015_0557,"On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.",[ASPECT],0,0,negative
2015_0558,"Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.",staff,149,154,negative
2015_0559,Expensive,[ASPECT],0,0,negative
2015_0560,"The bread was stale, the salad was overpriced and empty.",bread,4,9,negative
2015_0560,"The bread was stale, the salad was overpriced and empty.",salad,25,30,negative
2015_0560,"The bread was stale, the salad was overpriced and empty.",salad,25,30,negative
2015_0561,"The pasta was well cooked, didn't have enough sauce though or flavor.",pasta,4,9,positive
2015_0561,"The pasta was well cooked, didn't have enough sauce though or flavor.",pasta,4,9,negative
2015_0561,"The pasta was well cooked, didn't have enough sauce though or flavor.",pasta,4,9,negative
2015_0562,So rude!!!,[ASPECT],0,0,negative
2015_0563,I was one of the people that went for this horrible experience.,[ASPECT],0,0,negative
2015_0564,The hostess was rude and I got a distinct feeling that they did not want to serve us.,hostess,4,11,negative
2015_0564,The hostess was rude and I got a distinct feeling that they did not want to serve us.,[ASPECT],0,0,negative
2015_0565,The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.,bartender,79,88,negative
2015_0566,I asked for a menu and the same waitress looked at my like I was insane.,waitress,32,40,negative
2015_0567,"I was shocked that my friends wanted to stay after the waitress said, ""can I help you"" and ""how many are in your party.""",waitress,55,63,negative
2015_0568,The three of us standing in front of her should have been an indication of how many of us there were.,[ASPECT],0,0,negative
2015_0569,We didn't look like the other patrons in there so unfortunately I think that may have been part of the problem.,[ASPECT],0,0,negative
2015_0570,Shame on this place for the horrible rude staff and non-existent customer service.,staff,42,47,negative
2015_0570,Shame on this place for the horrible rude staff and non-existent customer service.,customer service,65,81,negative
2015_0571,bad staff,staff,4,9,negative
2015_0572,I generally like this place.,place,22,27,positive
2015_0573,The food is good.,food,4,8,positive
2015_0574,The design of the space is good.,space,18,23,positive
2015_0575,But the service is HORRID!,service,8,15,negative
2015_0576,"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",waitress,61,69,negative
2015_0576,"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",waiter,76,82,negative
2015_0577,The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand.,waiter,4,10,negative
2015_0578,"I can't believe that it was, but please put the bag down before delivering food!",[ASPECT],0,0,negative
2015_0579,"The waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).",waitress,4,12,negative
2015_0580,"I couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table.",[ASPECT],0,0,negative
2015_0581,"She then put the check down without asking if we were done, and came to check on the bill every two minutes, even though we were one of three occupied tables.",[ASPECT],0,0,negative
2015_0582,"I wish I could like this place more, and I wish someone would retrain the staff.",place,25,30,negative
2015_0582,"I wish I could like this place more, and I wish someone would retrain the staff.",staff,74,79,negative
2015_0583,Room Was Acceptable,Room,0,4,neutral
2015_0584,The room was nice and the furnishings were comfortable.,room,4,8,positive
2015_0584,The room was nice and the furnishings were comfortable.,furnishings,26,37,positive
2015_0585,The food from the restaurant was very good but pricey which was the standard for everything in this hotel.,food,4,8,positive
2015_0585,The food from the restaurant was very good but pricey which was the standard for everything in this hotel.,food,4,8,negative
2015_0585,The food from the restaurant was very good but pricey which was the standard for everything in this hotel.,hotel,100,105,negative
2015_0586,The internet access from the room was $9.95 for a 24 hour period.,internet access,4,19,negative
2015_0587,To check in for my flight using the business center cost me $4.59 which included three minutes use of the internet and printing seven pages for my boarding pass.,business center,36,51,negative
2015_0588,Staff was very pleasant and helpful.,Staff,0,5,positive
2015_0589,Great stay!,[ASPECT],0,0,positive
2015_0590,What a wonderful choice.,[ASPECT],0,0,positive
2015_0591,Check in was fast and courteous.,Check in,0,8,positive
2015_0592,"Rooms were clean, spacious and comforatable.",Rooms,0,5,positive
2015_0592,"Rooms were clean, spacious and comforatable.",Rooms,0,5,positive
2015_0592,"Rooms were clean, spacious and comforatable.",Rooms,0,5,positive
2015_0593,"Food was outstanding, for both the conference and on my own.",Food,0,4,positive
2015_0594,Pool was refreshing on the hot days.,Pool,0,4,positive
2015_0595,Overall for the price of this hotel it cannot be beat!,hotel,30,35,positive
2015_0595,Overall for the price of this hotel it cannot be beat!,hotel,30,35,positive
2015_0596,I will definitely stay here again conference or not.,[ASPECT],0,0,positive
2015_0597,Good Business Hotel,Hotel,14,19,positive
2015_0598,Very nice hotel for business travelers - very few kids.,hotel,10,15,positive
2015_0599,Great rooms with very comfortable beds.,rooms,6,11,positive
2015_0599,Great rooms with very comfortable beds.,beds,34,38,positive
2015_0600,"Big pool area, very good fitness center - nice lobby and common areas.",pool area,4,13,positive
2015_0600,"Big pool area, very good fitness center - nice lobby and common areas.",fitness center,25,39,positive
2015_0600,"Big pool area, very good fitness center - nice lobby and common areas.",lobby,47,52,positive
2015_0600,"Big pool area, very good fitness center - nice lobby and common areas.",common areas,57,69,positive
2015_0601,I had excellent shuttle service.,shuttle service,16,31,positive
2015_0602,The Sports Bar had good food with very reasonable prices.,food,24,28,positive
2015_0602,The Sports Bar had good food with very reasonable prices.,food,24,28,positive
2015_0603,The only downside was a per minute charge to use the business center computers.,business center computers,53,78,negative
2015_0604,Perfectly Close to the Airport,[ASPECT],0,0,positive
2015_0605,I booked this because of it's proximity to the airport for our departure.,[ASPECT],0,0,positive
2015_0606,"The staff was friendly and helpful, they upgraded our room to queen beds without us asking.",staff,4,9,positive
2015_0607,"The rooms are lovely, and the hotel is quiet even though it is so close to the airport.",rooms,4,9,positive
2015_0607,"The rooms are lovely, and the hotel is quiet even though it is so close to the airport.",hotel,30,35,positive
2015_0608,"The 24 hour shuttle to the airport is very, very convenient and gets you there in about 4 minutes.",24 hour shuttle,4,19,positive
2015_0609,"We ate at the restaurant and the food was good hearty and the best avocado I've ever had.....so all in all you can't beat the deal, the location, the clean rooms, and the service.....",food,33,37,positive
2015_0609,"We ate at the restaurant and the food was good hearty and the best avocado I've ever had.....so all in all you can't beat the deal, the location, the clean rooms, and the service.....",avocado,67,74,positive
2015_0609,"We ate at the restaurant and the food was good hearty and the best avocado I've ever had.....so all in all you can't beat the deal, the location, the clean rooms, and the service.....",[ASPECT],0,0,positive
2015_0609,"We ate at the restaurant and the food was good hearty and the best avocado I've ever had.....so all in all you can't beat the deal, the location, the clean rooms, and the service.....",location,136,144,positive
2015_0609,"We ate at the restaurant and the food was good hearty and the best avocado I've ever had.....so all in all you can't beat the deal, the location, the clean rooms, and the service.....",rooms,156,161,positive
2015_0609,"We ate at the restaurant and the food was good hearty and the best avocado I've ever had.....so all in all you can't beat the deal, the location, the clean rooms, and the service.....",service,171,178,positive
2015_0610,A Great Hotel,Hotel,8,13,positive
2015_0611,Our stay at this hotel was wonderful.,hotel,17,22,positive
2015_0612,The staff was very courteous upon check-in.,staff,4,9,positive
2015_0613,Our room was perfectly spotless.,room,4,8,positive
2015_0614,"(I had to use an outlet behind the headboard, and expected to see some type of dirt when I pulled the bed out, but to my surprise, not even dust!)",[ASPECT],0,0,positive
2015_0615,Very clean and well maintained.,[ASPECT],0,0,positive
2015_0615,Very clean and well maintained.,[ASPECT],0,0,positive
2015_0616,Some nice touches of southwest decor here and there.,[ASPECT],0,0,positive
2015_0617,"No problems whatsoever, and I would recommend this hotel to anybody.",hotel,51,56,positive
2015_0618,Good service but rude desk clerk,service,5,12,positive
2015_0618,Good service but rude desk clerk,desk clerk,22,32,negative
2015_0619,She immediately began to yell that if I wanted an upgrade I would have to pay for it.,[ASPECT],0,0,negative
2015_0620,The same desk clerk started to yell again stating that she had told me when I called that I could upgrade for a charge and that was her rules.,desk clerk,9,19,negative
2015_0621,She completely ignored me and just kept on yelling.,[ASPECT],0,0,negative
2015_0622,I asked to speak to the manager and she told me she was the manager when in fact the manager's name was clearly displayed on the wall.,[ASPECT],0,0,negative
2015_0623,This incident was very humiliating as other guests were present.,[ASPECT],0,0,negative
2015_0624,I am writing this review because this kind of behavior was totally unacceptable and hopefully no other guests will be treated in this manner.,[ASPECT],0,0,negative
2015_0625,Overall service was great and the staff as a whole were very courteous and helpful.,service,8,15,positive
2015_0625,Overall service was great and the staff as a whole were very courteous and helpful.,staff,34,39,positive
2015_0626,Not bad for one night,[ASPECT],0,0,neutral
2015_0627,Front desk staff were friendly and helpful both with early check-in and an early check-out.,Front desk staff,0,16,positive
2015_0628,"Room was large and spacious, but rather bland.",Room,0,4,positive
2015_0628,"Room was large and spacious, but rather bland.",Room,0,4,positive
2015_0628,"Room was large and spacious, but rather bland.",Room,0,4,negative
2015_0629,"Excellent for a business traveler, or for a stayover with early departure to Phoenix Sky Harbor Airport, took 8 minutes to get to the airport via 10 freeway.",[ASPECT],0,0,positive
2015_0629,"Excellent for a business traveler, or for a stayover with early departure to Phoenix Sky Harbor Airport, took 8 minutes to get to the airport via 10 freeway.",[ASPECT],0,0,positive
2015_0630,Ideal location.,location,6,14,positive
2015_0631,Very affordable rate at low $50s.,[ASPECT],0,0,positive
2015_0632,"The pool looked nice, as did their restaurant, but didn't try either one.",pool,4,8,positive
2015_0632,"The pool looked nice, as did their restaurant, but didn't try either one.",restaurant,35,45,positive
